Spread,Is Favorite Home Team,Win Percent Diff,Average Time of Possession (Excluding OT) This Season,Average Time of Possession (Excluding OT) Last 3 Games vs. season average,Average Time of Possession (Excluding OT) Last 1 Game vs. season average,Average Time of Possession (Excluding OT) @ vs. season average,Completion Percentage This Season,Completion Percentage Last 3 Games vs. season average,Completion Percentage Last 1 Game vs. season average,Completion Percentage @ vs. season average,Extra Points Made per Game This Season,Extra Points Made per Game Last 3 Games vs. season average,Extra Points Made per Game Last 1 Game vs. season average,Extra Points Made per Game @ vs. season average,First Downs per Game This Season,First Downs per Game Last 3 Games vs. season average,First Downs per Game Last 1 Game vs. season average,First Downs per Game @ vs. season average,Fourth Downs per Game This Season,Fourth Downs per Game Last 3 Games vs. season average,Fourth Downs per Game Last 1 Game vs. season average,Fourth Downs per Game @ vs. season average,Giveaways per Game This Season,Giveaways per Game Last 3 Games vs. season average,Giveaways per Game Last 1 Game vs. season average,Giveaways per Game @ vs. season average,Opponent Interceptions Thrown per Game This Season,Opponent Interceptions Thrown per Game Last 3 Games vs. season average,Opponent Interceptions Thrown per Game Last 1 Game vs. season average,Opponent Interceptions Thrown per Game @ vs. season average,Kicking Points per Game This Season,Kicking Points per Game Last 3 Games vs. season average,Kicking Points per Game Last 1 Game vs. season average,Kicking Points per Game @ vs. season average,Kickoffs per Game This Season,Kickoffs per Game Last 3 Games vs. season average,Kickoffs per Game Last 1 Game vs. season average,Kickoffs per Game @ vs. season average,Net Punt Yards per Game This Season,Net Punt Yards per Game Last 3 Games vs. season average,Net Punt Yards per Game Last 1 Game vs. season average,Net Punt Yards per Game @ vs. season average,Opponent Fumbles per Game This Season,Opponent Fumbles per Game Last 3 Games vs. season average,Opponent Fumbles per Game Last 1 Game vs. season average,Opponent Fumbles per Game @ vs. season average,Interceptions Thrown Percentage This Season,Interceptions Thrown Percentage Last 3 Games vs. season average,Interceptions Thrown Percentage Last 1 Game vs. season average,Interceptions Thrown Percentage @ vs. season average,Passing First Downs per Game This Season,Passing First Downs per Game Last 3 Games vs. season average,Passing First Downs per Game Last 1 Game vs. season average,Passing First Downs per Game @ vs. season average,Passing Yards per Game This Season,Passing Yards per Game Last 3 Games vs. season average,Passing Yards per Game Last 1 Game vs. season average,Passing Yards per Game @ vs. season average,Points per Game This Season,Points per Game Last 3 Games vs. season average,Points per Game Last 1 Game vs. season average,Points per Game @ vs. season average,Punt Attempts per Game This Season,Punt Attempts per Game Last 3 Games vs. season average,Punt Attempts per Game Last 1 Game vs. season average,Punt Attempts per Game @ vs. season average,Rushing Attempts per Game This Season,Rushing Attempts per Game Last 3 Games vs. season average,Rushing Attempts per Game Last 1 Game vs. season average,Rushing Attempts per Game @ vs. season average,Takeaways per Game This Season,Takeaways per Game Last 3 Games vs. season average,Takeaways per Game Last 1 Game vs. season average,Takeaways per Game @ vs. season average,Third Down Conversion Percentage This Season,Third Down Conversion Percentage Last 3 Games vs. season average,Third Down Conversion Percentage Last 1 Game vs. season average,Third Down Conversion Percentage @ vs. season average,Touchdowns per Game This Season,Touchdowns per Game Last 3 Games vs. season average,Touchdowns per Game Last 1 Game vs. season average,Touchdowns per Game @ vs. season average,Turnover Margin per Game This Season,Turnover Margin per Game Last 3 Games vs. season average,Turnover Margin per Game Last 1 Game vs. season average,Turnover Margin per Game @ vs. season average,Yards per Game This Season,Yards per Game Last 3 Games vs. season average,Yards per Game Last 1 Game vs. season average,Yards per Game @ vs. season average,Yards per Pass Attempt This Season,Yards per Pass Attempt Last 3 Games vs. season average,Yards per Pass Attempt Last 1 Game vs. season average,Yards per Pass Attempt @ vs. season average,Target
9.5,1,0,-1,1,2,4,10.230000000000004,-1.6,-27.93,0.9799999999999995,-0.4999999999999998,-0.2,-2.5,0,-2.1999999999999993,-1.9,-10.2,-4.7,0,0,0,0.5,-0.5,-0.2,-1.5,0,0.5,0.09999999999999998,0.5,1,-1.3000000000000007,0,2.7,-0.7999999999999998,-0.5,0.19999999999999998,-0.49999999999999994,0,85.30000000000001,-41.4,118.3,-60.2,0.7,-0.6,1.7,0.2,-3.43,2.7199999999999998,1.83,3.09,4.300000000000001,-1,-12.7,-2.7,70.80000000000001,-30.2,-171.2,-52.2,-5.300000000000001,-0.6,-13.3,0.19999999999999996,2.2,-1.1,2.2,-1.3,-11.999999999999996,2.3,17,7.000000000000001,0.4999999999999998,-0.2,1.5,1,-3.8400000000000034,0.41,-30.509999999999998,-0.7599999999999998,-0.5,-0.09999999999999998,-2.5,0,1.1,0.09999999999999998,3.1,1.1,-32,-12.3,-75,-39,-1.1000000000000005,1,-1.2,1.1,6
9.5,0,0.13333333333333336,0,5,7,-3,5.690000000000005,-1.6799999999999997,3.7600000000000002,11.08,0.40000000000000013,0,-0.6,-0.1,2.200000000000003,-0.7999999999999998,-0.8000000000000007,4.699999999999999,-0.20000000000000007,0.4,1.8000000000000003,-0.19999999999999998,-0.6000000000000001,0.4,1.4,1.4,-0.40000000000000013,-0.09999999999999998,0.6,-0.9,1.5999999999999996,0.19999999999999996,-2.4000000000000004,-1.9,1.2000000000000002,-0.2,-0.8,-0.3,-24.400000000000006,-29.7,-10.399999999999999,-44.9,0.5999999999999999,0.30000000000000004,0.6000000000000001,-0.8999999999999999,-2.83,1.72,-0.9099999999999999,4,2.5999999999999996,-2.4,4.6,5.1000000000000005,64.40000000000003,-29.9,23.39999999999999,37.89999999999999,5.200000000000001,-2.8,-12.8,2.7,-0.5999999999999996,-0.6,-0.6,-1.1,-1.6000000000000014,7.4,-7.6,-6.6000000000000005,-0.19999999999999996,0.10000000000000009,1.8,-1.7,3.3500000000000014,-9.27,-19.57,22.94,0.6000000000000001,-0.4,-1.4,0.6,0.39999999999999997,-0.29999999999999993,0.39999999999999997,-3.0999999999999996,41.80000000000001,4.5,-14.200000000000003,8.3,0.7000000000000002,0.5,0.2,0.4,-2
10.5,1,0.06666666666666671,5,2,4,0,13.620000000000005,3.38,7.23,-8.35,0.40000000000000013,0.09999999999999998,-0.6,-0.6000000000000001,4.400000000000002,0.3999999999999999,5.3999999999999995,3.4,-0.6000000000000001,1.4,3.4,-1.3,1,0.30000000000000004,-1,0,0.20000000000000007,1.2000000000000002,0.20000000000000007,-1.1,-1.3999999999999995,-0.7,3.5999999999999996,3.6,-0.5999999999999996,0.1,1.4,0.4,-70.19999999999999,-44.2,-135.2,18.1,0,1,0,-2,1.0899999999999999,2.29,1.2000000000000002,-3.87,5.799999999999999,1.5,5.800000000000001,-0.5,55.80000000000001,5.199999999999999,14.799999999999997,-64.5,-2.6000000000000014,2.1,2.4,-3.6,-0.9999999999999996,-1,-4,0.30000000000000004,-1.2000000000000028,1.4,0.8000000000000003,2.1,0.3999999999999999,2.0999999999999996,1.4,-1.9,17.080000000000002,5.159999999999999,1.79,-11.25,-0.19999999999999996,0.5,-0.20000000000000007,-1.2000000000000002,-0.6,1.7,2.4,-1.9000000000000001,28.400000000000034,-4.2,13.400000000000002,2.4000000000000004,0.5,-0.30000000000000004,-0.30000000000000004,-1.4,14
11.5,0,0.125,4,2,-4,-1,10.539999999999992,2.4,9.940000000000001,7.83,0.10000000000000009,-0.9,1.1,0.4,7.300000000000001,-5.699999999999999,-4.7,3.6,-0.8999999999999999,0.8,-2.9,0.39999999999999997,-0.30000000000000004,0.7,0.7,0.3,0.30000000000000004,0.7,1.3,-0.19999999999999998,1.6000000000000005,-1.4,-6.4,-2.1,0.5,-0.8,-1.5,0,-39.69999999999999,20.7,60.3,-23,0,0.6,-1,0.29999999999999993,-2.38,1.6600000000000001,2.38,-0.29,6.800000000000001,-2.5,0.7999999999999998,5,94.80000000000001,-44.900000000000006,-24.200000000000003,85.6,3,-6.6,-5,3.3,-0.5,0.2,1.5,-0.7,1.3000000000000007,0,-3.7,-8.4,0.5,1.2,1.5,-0.2,14.189999999999998,-13.309999999999999,5.620000000000001,9.08,0.10000000000000009,-0.9,0.10000000000000009,0.8,0.8,0.4,0.8,-0.5,72,-51,-29,38.8,0.40000000000000036,-0.4,0,0.7,-18
9.5,1,0.0625,4,0,1,-2,14.579999999999998,-1.9600000000000004,-4.16,2.1100000000000003,1.5,-1.1,-2.5,0.2,3.8000000000000007,0.7999999999999999,3.8,-4.5,-0.5,1.2,3.5,-0.8,0.10000000000000009,1.1,1.1,-0.7,0.19999999999999996,-0.4,-1.8,-0.1,1,-1.5999999999999999,-6,-2.8,1,-1.4,-4,-0.30000000000000004,-45,-46.3,-52,66.3,-0.30000000000000004,-1,-2.3,0.7,-0.8799999999999994,-0.77,2.8200000000000003,-6.58,4.7,2.4000000000000004,-0.2999999999999998,-1.1,100.50000000000001,70.1,-46.5,-12.5,8,-8.6,-23,-4.8,-0.5,-1.1,-0.5,1.2,-3.099999999999998,-4.4,4.9,-6.8999999999999995,0.7,-1,-3.3,0,4.960000000000001,3.5599999999999996,-6.58,8.43,1.2000000000000002,-1.1,-2.8,-0.3,0.5,-2.2,-4.5,0.7,61,38.6,54,-76.8,0.5999999999999996,0.5,-1.5,-0.5999999999999999,-19
9.5,1,0.11764705882352944,0,3,9,0,2.6899999999999977,4.07,-11.41,4.82,0.30000000000000004,0,0.30000000000000004,0.1,0.6000000000000014,2.6,3.5999999999999996,0.09999999999999998,0.10000000000000009,1.8,1.1,-0.6000000000000001,-0.7000000000000001,-0.7,-0.7,0,-0.10000000000000009,0.2,0.8999999999999999,-0.09999999999999998,0.2999999999999998,2,9.3,3.1,0.3000000000000007,0.30000000000000004,2.3,1.1,34.099999999999994,-43.5,-106.9,-36.7,-0.5999999999999999,-1.9,-3.6,-0.30000000000000004,-2.5100000000000002,-3.41,2.25,-0.6399999999999999,3,3.5999999999999996,3,0.30000000000000004,57.000000000000014,72.4,13,-10,1.1000000000000014,0.8000000000000003,10.1,2.4000000000000004,0.8000000000000003,-0.7999999999999999,-2.1999999999999997,-1.2,-6.600000000000001,-2,6.4,-1.1,0,-1,-1,0,-8.479999999999997,5.01,19.3,4.95,0.19999999999999996,-0.10000000000000003,0.19999999999999996,-0.1,0.8,-0.2,-0.20000000000000018,0,-2.3000000000000114,53.7,57.7,-1.5,-1.2000000000000002,1,-1,0.29999999999999993,20
10.5,1,0.27389705882352944,5,2,4,-3,2.1400000000000006,4.11,14.87,-3.77,1.4999999999999998,0.5,0.5,0.5,6,1.3,3,0.8,1.2000000000000002,0.9,2.2,0.5,-1.4,0,1.6,-0.6000000000000001,0.3999999999999999,-1,-2.6,-0.6000000000000001,0.39999999999999947,-1.5999999999999999,-3.5999999999999996,-0.09999999999999998,1.6,-0.8,-1.4,-0.2,-50.29999999999998,11.4,48.7,43.8,0.8,-0.2,0.8,-0.4,-2.4399999999999995,-0.43,4.38,-2.5,-0.3000000000000007,4.7,4.7,2.5,27.80000000000001,97.2,141.8,50.5,11.5,-2.5,-4.5,-1.5,-1.0999999999999996,0.19999999999999998,0.9,1,13.8,-3.9000000000000004,-2.2,-6.2,0.8999999999999999,-1.4,-2.0999999999999996,-0.9999999999999999,6.839999999999996,5.1,-7.449999999999999,-7.22,1.9,-0.10000000000000003,-0.10000000000000003,-0.1,2.3,-1.4,-3.7,-0.4,95.89999999999998,78.9,168.9,30.9,2.0999999999999996,1.4,1.7,-0.5,22
11.5,1,0.15257352941176472,1,3,-8,2,-0.9500000000000028,2.2099999999999995,-2.74,4.13,1.4,0.1,1.4,-1.6,4.600000000000001,-0.7,-5.4,0.8999999999999999,0.3999999999999999,1.1,-1.6,-0.09999999999999998,0.3999999999999999,-0.6,0.39999999999999997,0.7,1.4,0,0.39999999999999997,0.2,2.9000000000000004,-0.4,-0.10000000000000009,-3.1,2.0999999999999996,-0.30000000000000004,1.1,-2.1,-104.1,-25.4,3.8999999999999986,-9.3,0.09999999999999998,-0.3,-0.9,-0.9,0.43999999999999995,-1.3499999999999999,0.43999999999999995,0.47,4.6,0.19999999999999998,-3.4,2.9,101.69999999999999,-9,-22.3,-51.8,11,0.4,8,-12.5,-2.8,-0.4,0.2,-0.49999999999999994,0.3000000000000007,-7.1000000000000005,-18.7,-1.9000000000000004,1.5000000000000002,-0.2,0.5,-0.7000000000000001,17.340000000000003,0.40000000000000036,-19.019999999999996,4.390000000000001,1.4,0.1,1.4,-1.6,1.1,0.5,0.09999999999999998,-1.4,109.19999999999999,-60.8,-101.8,-77.30000000000001,1.5,-1.6,-1.2000000000000002,-2.1,10
14.5,0,0.3235294117647059,4,1,4,-1,3.9499999999999957,1.1300000000000001,-6.05,4.58,1.5,-0.19999999999999998,-2.5,0.2,7.099999999999998,0.3999999999999999,-2.9,-1.6,0.6000000000000001,0.9,1.6,-0.4,-0.7,0,0.3,0.6,0.3999999999999999,-0.3,0.4,0.39999999999999997,-0.5,-1.2000000000000002,-1.5,-1.8,1.1999999999999993,-0.5,-1.7999999999999998,-0.2,-52.30000000000001,-5.9,108.7,18.700000000000003,-0.09999999999999987,0.20000000000000007,-1.1,1.6,-1.5999999999999996,0.51,1.73,1.34,3.200000000000001,-0.4,-4.800000000000001,-0.7999999999999999,49.599999999999994,18.3,-122.4,-27.1,11.399999999999999,-1.2999999999999998,-13.6,2.0999999999999996,-1,0,3,0.7,12.7,6,10.7,-1.2999999999999998,0.8999999999999999,0.19999999999999998,0.8999999999999999,1.6,13.540000000000003,2.9200000000000004,-30.5,-6.3,2,0,-2,0.7,1.6,0.3,0.6,0.9,106.69999999999999,35.7,-133.3,-28.6,2.2,0.8,-3,0.5,12
11.5,0,0.08986928104575165,1,0,-1,-2,7.390000000000001,0.1200000000000001,4.17,-2.44,1.1,-0.6,0.10000000000000003,0.09999999999999998,5.699999999999999,-2.9,2.7,0.4999999999999998,0,-0.7000000000000001,0.9999999999999999,0.5,0.19999999999999996,-0.5,1.2,0.5,0.5,-0.10000000000000003,0.5,-0.5,0.5999999999999996,0.9,-3.4,0.30000000000000004,0.7999999999999998,-0.2,-0.20000000000000007,0.29999999999999993,-134.7,40.699999999999996,-68.7,-29,-0.4,0.2,0.6000000000000001,0.4,-0.4700000000000002,0.08999999999999997,-1.1500000000000004,1.24,3.4000000000000004,-2.3,10.4,0.19999999999999973,78.29999999999998,-63.7,198.3,48,7,-2.7,-3,2.2,-3.1,0.9,-1.1,-0.29999999999999993,0.8000000000000007,-0.5,-11.2,-3.9000000000000004,0.5,-0.2,0.5,0,17.590000000000003,-0.07000000000000028,24.729999999999997,-5.08,1,-0.7,0,0.19999999999999996,0.3,0.3,-0.7,-0.4,92.5,-53.900000000000006,110.5,27,1.5,-1.3,1.5,0.9,-3
12.5,1,0,0,5,8,2,2.4200000000000017,-2.15,-7.02,-1.18,1.2999999999999998,-0.4,-2.7,0.8999999999999999,7.799999999999997,-1.8,-0.19999999999999996,1,0.09999999999999998,0.5,1.1,0.6000000000000001,-0.19999999999999996,-0.5,-0.20000000000000007,0.6000000000000001,-0.6,0,-1.6,-0.1,1.2999999999999998,1.6,0.30000000000000004,-2.6,1.7000000000000002,1.1,-1.3,0.5,-95.5,26.5,75.5,-33.699999999999996,0,0.30000000000000004,-0.9999999999999999,0.7999999999999999,-0.6200000000000001,-1.32,6.6,1.44,8.399999999999999,-4.3,-7.6,-0.6000000000000001,148.4,-88,-228.6,-21.799999999999997,13,0.7,-14,4.6,-2.3,0.7,1.7,-0.5,-7.5,9.100000000000001,16.5,5.800000000000001,-0.5,-0.1,-2.5,0.10000000000000003,15.759999999999998,-3.16,-17.58,6.899999999999999,1.9,-0.1,-2.1,1.2,-0.3,0.4,-2.3,-0.6,117.69999999999999,-27.3,-57.3,15.999999999999996,0.8999999999999995,-1.2,-5.4,-0.19999999999999996,3
9.5,1,0.1885964912280702,0,0,-3,0,1.4899999999999949,-1.7699999999999998,18.9,0.77,1,0,4,1.4,2.3999999999999986,1.4,-4.6,0.6,-0.9999999999999999,-0.7,-3,-0.4,-0.2999999999999998,-0.7,-0.30000000000000004,0.7,-0.5,-0.8999999999999999,-0.5,0.2,0.7999999999999998,-0.19999999999999996,3.8000000000000003,0.09999999999999998,1,0,1,1.4,4.900000000000006,15.200000000000001,-113.10000000000001,-66.8,0.4,0,1.4000000000000001,0.9,-0.1399999999999999,-1.03,-1.6099999999999999,0.8,5.300000000000001,-3,-5.7,-1.3,91.10000000000002,-75.2,-95.9,-32.900000000000006,8.299999999999997,0.5999999999999999,15.3,9,-0.10000000000000009,0.3,-3.1,-1.4,-5.5,5.2,12.5,2.5999999999999996,-0.19999999999999996,-0.8,0.8,0.7,6.25,8.82,24.14,3.66,1.1999999999999997,0.2,2.2,1.4,0.1,-0.3,1.1,0,47.900000000000034,-37.099999999999994,-48.1,-5.600000000000001,1.0999999999999996,-0.8999999999999999,2.1,0.5,10
11.5,1,0.24707602339181284,1,4,3,-3,5.699999999999996,0.44999999999999996,-18.509999999999998,0.15999999999999992,1.8,0.49999999999999994,0.7999999999999999,-0.19999999999999998,4.100000000000001,2.1,-1.9,-0.8999999999999999,0.7,0.7,-0.3,0.7,-0.7999999999999999,-0.1,-0.8,-0.30000000000000004,1.2,-0.5,0.19999999999999996,-0.5,1.7999999999999998,3.5,3.8,-0.19999999999999998,1.2999999999999998,0.3,0.3,0.1,-85.80000000000001,-24.1,-27.799999999999997,37,0.3999999999999999,1.4,0.3999999999999999,-0.6,-1.9499999999999997,1.31,1.62,-0.9099999999999999,0.9000000000000004,-0.1,-4.1,0.9,26.900000000000006,10.600000000000001,-64.10000000000001,-3.299999999999999,10.400000000000002,-0.5999999999999999,-1.6,-1.6,-1.6999999999999997,-0.39999999999999997,0.30000000000000004,0.5,7.899999999999999,9.9,6.9,-1.9,1.4999999999999998,0.5,0.5,-0.8,11.68,-6.74,-8.32,-2.5700000000000003,1.5,-0.5,-0.5,-0.30000000000000004,2.3,0.6,1.3,-0.5,67.60000000000002,54.3,-29.4,-4.1,2.0999999999999996,0.3,-1.6,-0.6000000000000001,-11
13.5,1,0.17763157894736847,6,-2,3,-1,4.509999999999998,-2.55,12.46,-6.27,1.1999999999999997,0.5,-0.8,0.5,6.300000000000001,1.9999999999999998,1.2999999999999998,0.8,-0.30000000000000004,-0.3,-0.30000000000000004,-1.3,-0.19999999999999996,0.7999999999999999,-0.19999999999999996,0.6,0.30000000000000004,1,0.3,0.1,1.8000000000000007,0.09999999999999998,5.8,-1.9,0.7999999999999998,1.1,1.8,0,-82.5,-74.5,-74.5,26.299999999999997,0.19999999999999996,-0.4,0.19999999999999996,-0.6,-0.48999999999999977,3.17,-0.48999999999999977,0.13,2.1999999999999993,1.2,-0.7999999999999998,2.2,10.600000000000023,52.9,-19.400000000000006,9.6,5.700000000000003,6.7,3.6999999999999997,1,-1.7999999999999998,-1.2,-0.8,0.7,5.199999999999999,-0.09999999999999964,12.200000000000001,-2.8,0.9,0.6,0.9,-0.1,16.72,1.67,-3.2799999999999994,-0.56,0.6999999999999997,1,-0.30000000000000004,0.5,1.1,-0.2,1.1,-0.7,60.69999999999999,65,74.69999999999999,19.7,0.20000000000000018,0.9,1,-0.5,10
9.5,0,0.14999999999999997,0,0,3,-4,-0.01999999999999602,1.58,-1.3099999999999998,-2.32,0.3999999999999999,1.4,3.4,1.1,2.200000000000003,1.2,3.2,0,-1.0999999999999999,-0.8,-1.0999999999999999,-0.4,0.6000000000000001,-1.1,0.6000000000000001,-0.30000000000000004,0.5,1.7999999999999998,2.5,0.1,3.700000000000001,-3.3000000000000003,-8.299999999999999,0.9,1.1999999999999993,-0.8,-1.7999999999999998,1.2999999999999998,-45.099999999999994,4.199999999999999,66.9,25.1,-0.09999999999999987,-0.5,-0.1,0.09999999999999998,0.54,-2.03,0.54,0.10000000000000003,1.9000000000000004,0.19999999999999996,1.9,0.6000000000000001,49.599999999999966,-0.3999999999999986,28.60000000000001,41.7,3.1000000000000014,2.8,3.1,10.5,-1.2999999999999998,0.39999999999999997,1.7,0.19999999999999998,-2.6999999999999993,3,1.3000000000000007,-3.8,0.5,1.5,2.5,0.19999999999999998,9.32,9.24,28.2,3.99,0,1,2,1.5,-0.1,2.5999999999999996,1.9,0.5,50.799999999999955,-35.2,18.799999999999997,54.2,0.2999999999999998,0.20000000000000007,-0.7,0.7,3
10.5,1,0,-3,-1,-12,3,-1.8500000000000085,-11.73,-27.16,3.54,0.9000000000000001,-2.8,-3.0999999999999996,0.1,-1.5,-5.9,0.5,1.3,0.20000000000000007,0.5,3.2,0,-0.20000000000000007,0.5,2.8,0,0.49999999999999994,0.7999999999999999,0.49999999999999994,-0.5,1.200000000000001,-3.5,-14.8,0.8,0.40000000000000036,-2.3,-3.6,0.5,4.699999999999989,77.7,59.7,-23.6,-0.3999999999999999,-1.1,-1.4,-0.5,0.4800000000000002,-0.26000000000000006,5.03,0.08000000000000007,0.9000000000000004,-0.8,6.9,0.1,32.099999999999994,-22.5,49.099999999999994,0.5,4.600000000000001,-16.1,-17.4,1.4,-0.09999999999999964,2.2,1.9000000000000001,-0.7,-4,-3.6,-18,1.5,0.40000000000000013,0.09999999999999998,-0.6,-0.6000000000000001,0.9399999999999977,-17.669999999999998,-31.19,3.43,0.5999999999999996,-2.1,-0.3999999999999999,0.1,0.6,-0.4,-3.4,-0.7,11.100000000000023,-94.2,-33.900000000000006,33,0.09999999999999964,-0.09999999999999998,-2.3000000000000003,0,8
13.5,1,0.27499999999999997,1,-2,-7,0,5.909999999999997,-12.16,-15.3,-0.30000000000000004,1.2000000000000002,-1.5,-0.8,0.39999999999999997,4.900000000000002,-3.0999999999999996,-13.100000000000001,2.5,0,-0.4,2,0,-0.30000000000000004,1.4,1.7,0.10000000000000003,-0.29999999999999993,-0.29999999999999993,-0.29999999999999993,-0.10000000000000003,-0.3000000000000007,-1,-5.3,1.3,1.2999999999999998,-1.4000000000000001,-3.7,0.5,-89.50000000000001,99.8,174.5,-61.7,-0.5,-0.2,-1.5,-1.5,-1.3699999999999999,4.06,4.69,-0.22999999999999998,5.4,-1.5999999999999999,-5.6,1.4,101.60000000000002,-38,-67.4,51.6,9.299999999999999,-11.4,-19.700000000000003,2.5,-1.9,2.4,4.1,-1.7000000000000002,1.1999999999999993,-3.8,-15.8,0.19999999999999996,-0.30000000000000004,-0.30000000000000004,-1.3,-0.9,13.239999999999998,-22.46,-25.93,10.46,1.6,-1.8,-2.4,0.2,0,-1.7,-3,-1,105.60000000000002,-63.800000000000004,-237.4,58,2.0999999999999996,-0.8999999999999999,-2,0.4,15
15.5,1,0.25,0,-2,1,0,-1.5699999999999932,-7.830000000000001,-3.249999999999999,-6.37,1.2,0.9,0.2,0.30000000000000004,7.399999999999999,-3.9,1.4,-1.5,-0.30000000000000004,0,1.7000000000000002,-0.1,-0.19999999999999996,-1.2000000000000002,-1.2,-0.6,-0.09999999999999998,-0.4,-1.1,-0.3,1.2000000000000002,0.8999999999999999,-2.8,2.8,1.7000000000000002,0.30000000000000004,-0.30000000000000004,1.2,-62.30000000000001,76.7,91.7,-8.300000000000004,0,0.4,-1,0.09999999999999998,-0.8200000000000001,-1.19,-0.8200000000000001,-1.85,4.9,-4.1,-0.10000000000000009,-1.6,102.79999999999998,-83.5,-31.2,-18.5,13.2,4.2,3.2,3.9000000000000004,-1.9,1.5,2.1,-0.40000000000000013,1.8999999999999986,2.3000000000000003,4.9,3.9,0.19999999999999996,-0.5,-1.8,-0.20000000000000007,11.059999999999995,-10.22,-3.23,-3.130000000000001,1.9000000000000001,0.6,0.8999999999999999,0.19999999999999996,0.39999999999999997,0.7,-0.6000000000000001,0.4,141.3,-82.7,-7.700000000000003,14,1.3999999999999995,-0.2,-0.30000000000000004,1,16
9.5,1,0.12023809523809526,1,-7,3,-6,-1.0700000000000074,-5.960000000000001,8.530000000000001,0.7299999999999999,0.3999999999999999,-1.2,-1.5999999999999999,0.09999999999999998,0.9000000000000021,-6.800000000000001,-1.1,-2.2,0.20000000000000007,0.6,0.20000000000000007,-0.5,-0.3999999999999999,0.30000000000000004,-0.3999999999999999,0.8,0.7,-0.30000000000000004,-1.3,-0.4,0,-1.6,1.0000000000000002,-3.4000000000000004,0.40000000000000036,-1.9,-0.6000000000000001,-0.8,-39.900000000000006,45.1,2.1000000000000014,47.1,0.10000000000000009,0.10000000000000003,-0.9,0,-1.2900000000000003,2.2,-1.2900000000000003,1,-0.5,-1.5,0.5,0.6000000000000001,-2,-44.599999999999994,5,22.799999999999997,1,-12.600000000000001,-10,-1,-0.7000000000000002,0.6000000000000001,0.30000000000000004,0.7,2.8000000000000007,-9.9,-1.2,-8.5,0.6,-0.39999999999999997,-1.4,-0.8,6.109999999999999,-18.53,-12.08,-6.1,0.2999999999999998,-1.7000000000000002,-1.7000000000000002,0.4,1,-0.7000000000000001,-1,-1.6,7.5,-122.5,-56.5,-9.500000000000002,0.5,-0.6000000000000001,2.4,0.2,13
10.5,1,0.18614718614718612,0,-4,-9,1,-4.390000000000001,-3.99,-9.68,-3.72,1.5000000000000002,-1.2,-0.5,-0.6,1.1999999999999993,-5.4,-5.8,-0.6000000000000001,0,0,2,-0.2,-0.8,-0.8,-0.8,0.2,0.3,0.3,0.3,-0.2,1.2000000000000002,0.5,2.2,0.10000000000000009,1.2000000000000002,-0.09999999999999998,0.2,-0.3,-7.400000000000006,16.900000000000002,76.6,32.1,0.30000000000000004,-0.4,-0.7,-0.2,0.14000000000000012,-2.57,-3.59,1.99,-1.3000000000000007,-3.6,-3.3,-1.5,-5,-90.7,-86,-27,9.599999999999998,-3.0999999999999996,-1.4000000000000001,-3.4999999999999996,-0.3999999999999999,0.19999999999999996,1.5999999999999999,1.0999999999999999,6.199999999999999,-3.5,-7.8,1.5,0.6,0.3,0.6,-0.1,7.239999999999995,-11.73,-31.4,-7.16,1.4,-0.6000000000000001,-0.6000000000000001,-0.6,1.3,0.9,1.3,-0.4,34.5,-72.1,-105.5,2.3,0.39999999999999947,-0.8,-2.4000000000000004,-0.9,35
10.5,1,0.09090909090909094,1,-2,-6,1,5.590000000000003,-0.28,-7.629999999999999,-2.54,0.7999999999999998,0.5,-1.2000000000000002,-1.2000000000000002,5.800000000000001,-1.2,6.8,-2.2,-0.6000000000000001,1.4,4.4,-0.4,0.3999999999999999,0.4,1.4,-0.8,0.10000000000000009,0.40000000000000013,0.10000000000000009,-0.4,1.1000000000000005,-1.2000000000000002,11.1,-0.40000000000000013,1,-0.30000000000000004,3,-1,-102.6,-43.2,-137.6,32.300000000000004,0.09999999999999987,-1.2,-1.9,-0.4,0.1299999999999999,0.98,3.58,-1.4,3.200000000000001,0.6,3.2,-0.8999999999999999,50.400000000000006,74.4,193.4,-72.1,6.800000000000001,-2.1999999999999997,4.8,-6.7,-2.5,-0.7999999999999999,-3.5,0.8,1.5,-5.2,-11.5,3,0.3999999999999999,-0.30000000000000004,0.3999999999999999,-0.7,18.82,-0.22999999999999998,-22.43,1.8199999999999994,0.8999999999999999,-0.09999999999999998,-1.0999999999999999,-1.1,0,-0.6,-1,0,71.60000000000002,52.3,202.60000000000002,-70.9,0.8999999999999995,1.3,0.5,-2,8
